id_localizacao,rua,numero,bairro,cidade,estado,pais
418,Phillips Circles,77,mouth,Port Danieltown,Massachusetts,Palestinian Territory
419,Kimberly Land,591,town,West Mariamouth,New York,Jamaica
420,Chelsea Ridges,441,borough,Port Tammychester,North Dakota,Dominica
421,Tapia View,845,shire,Tinaville,Idaho,Iceland
422,Sexton Heights,556,ville,New Jessica,New Mexico,Cook Islands
423,Bradley Trail,443,furt,East Benjamin,Nebraska,Sierra Leone
424,Turner Mission,686,shire,South Taylorside,North Carolina,Western Sahara
425,Decker Tunnel,16,fort,Tuckerbury,Utah,Togo
426,Andrews Turnpike,716,chester,Lake Lynnberg,Oklahoma,Cape Verde
427,Christina Branch,84,side,South Melodyside,Missouri,Brunei Darussalam
428,Thomas Landing,581,view,Bentleyfurt,Tennessee,Guyana
429,Anderson Stream,284,bury,Harrisborough,Texas,India
430,Riley Ville,486,burgh,North Sheila,Virginia,Turks and Caicos Islands
431,Rodriguez Garden,706,furt,Port Charles,Maine,Haiti
432,White Extensions,529,berg,South Douglasside,Alabama,Haiti
433,Banks Estates,328,chester,Markville,South Carolina,Azerbaijan
434,Kari Roads,79,side,New Erica,Colorado,Brazil
435,Nancy Ranch,747,chester,Thomasview,Massachusetts,Haiti
436,Baker Gateway,590,berg,Fowlermouth,Colorado,Svalbard & Jan Mayen Islands
437,Sharp Square,678,haven,West Michele,Maine,Thailand
438,Felicia Stravenue,111,town,New Kimberlyberg,Minnesota,Monaco
439,Kaitlyn Spurs,528,mouth,West Mary,Alaska,Mauritius
440,Jennifer Hollow,854,shire,East Paul,Kentucky,Italy
441,Smith Canyon,9,mouth,Christopherstad,Nevada,Bahrain
442,Logan Greens,929,side,Alyssaburgh,Wyoming,Djibouti
443,Katrina Row,957,shire,South Jeffreyside,Iowa,Mozambique
444,Conrad Park,335,town,North James,Illinois,Comoros
445,Briggs Tunnel,958,town,Bradfordborough,Illinois,Pakistan
446,Kramer Manors,340,side,Davismouth,Maryland,Uruguay
447,Joseph Rapids,117,bury,West Benjamin,Oregon,Latvia
448,Wilson Court,925,burgh,Jasmineberg,Delaware,Nauru
449,Fuller Spur,435,berg,Valdezhaven,West Virginia,Sri Lanka
450,Melissa Road,351,bury,Port Amyview,Nevada,Turkey
451,Hart Points,513,side,North Anthonyside,Nebraska,Bangladesh
452,Hall Trail,973,shire,Amyborough,Alabama,Saint Pierre and Miquelon
453,Carson Underpass,5,haven,North Nicolemouth,Wyoming,Belize
454,Lauren Expressway,240,borough,South John,Oregon,Thailand
455,Burke Forks,201,land,Carsonview,Kentucky,Tonga
456,Gomez View,969,stad,Wardtown,Alaska,Angola
457,Kirby Trail,856,stad,North Nicole,Oregon,Canada
458,Briggs Mount,917,port,Lake Mercedes,New Jersey,Italy
459,Ochoa Throughway,216,port,East Matthewfurt,Maine,Somalia
460,Santos Summit,278,town,North Kaylamouth,Georgia,Philippines
461,Hansen Knolls,172,mouth,Andreaton,Delaware,Bulgaria
462,Laura Fork,687,mouth,New Kathleenchester,Virginia,Uganda
463,James Harbors,60,ton,Schaefertown,South Dakota,Liechtenstein
464,Hamilton Pines,593,mouth,East Zachary,Mississippi,Chile
465,Martinez Island,710,bury,West Abigailborough,Kansas,Isle of Man
466,Phillips Islands,277,stad,Mccoyport,Arkansas,Mali
467,Zachary Spur,665,port,Alishabury,North Dakota,Japan
468,Moody Squares,635,furt,East Renee,Connecticut,Wallis and Futuna
469,Anne Stravenue,93,mouth,Villanuevaland,Colorado,Romania
470,Spencer Ranch,998,haven,Vanessahaven,Wisconsin,India
471,Denise Tunnel,682,mouth,North Feliciafort,Texas,Equatorial Guinea
472,Hampton Isle,614,land,Millerland,Delaware,British Virgin Islands
473,Campbell Rapid,402,land,Joshuastad,Pennsylvania,United States Virgin Islands
474,Corey Alley,232,view,Stephaniebury,Washington,Albania
475,Summers Extensions,373,stad,North Lisaburgh,Michigan,Slovenia
476,Hannah Gateway,903,bury,Oconnorland,Illinois,Antigua and Barbuda
477,Dean Village,61,town,Stuartbury,Vermont,Chad
478,Alvarez Flats,796,haven,West Anthonyberg,Oregon,British Virgin Islands
479,Brooks Isle,870,ville,South Kristiside,New Hampshire,Denmark
480,Vega Mountains,438,ton,Ronaldport,New Mexico,Austria
481,Laura Falls,658,bury,West Timothybury,Kentucky,Armenia
482,Kyle Circles,33,ville,Lake Amy,Alabama,Slovenia
483,Cox Passage,204,mouth,South Aprilstad,Pennsylvania,Ethiopia
484,Clifford Rue,11,shire,West Sandrashire,Georgia,Solomon Islands
485,Ortiz Crescent,265,mouth,North David,Vermont,Ghana
486,Salazar Lodge,757,furt,New Janice,Ohio,Bahrain
487,Clay Crest,368,fort,Lake Dianashire,Iowa,Vietnam
488,Andrews Ports,290,burgh,North Michelle,Indiana,Swaziland
489,Gabriel Circles,276,mouth,West Rachel,Rhode Island,Bouvet Island (Bouvetoya)
490,Michael Summit,26,town,East Thomas,Alabama,Moldova
491,Noah Stream,595,burgh,Suarezfurt,Rhode Island,Kazakhstan
492,Marie Courts,889,ville,East Scottbury,Mississippi,Saint Kitts and Nevis
493,Torres Points,964,mouth,Brendabury,Arkansas,Brazil
494,Jordan Fields,347,borough,East Mauricechester,South Carolina,Saint Martin
495,Bryce Vista,878,stad,Danielshire,Maine,United Arab Emirates
496,Desiree Harbor,212,ton,Crystalhaven,Oregon,Argentina
497,Briggs Springs,415,town,Mitchellborough,Missouri,Tuvalu
498,Campbell Views,168,bury,South Anthonychester,South Dakota,Micronesia
499,Richard Meadows,43,view,Lake Jessica,New York,Iceland
500,Jackson Harbor,254,burgh,Lake Donna,Tennessee,Israel
501,Davis Run,847,shire,Lake Crystalbury,Washington,Andorra
502,Campos Brook,754,stad,West Jasonshire,Indiana,Saudi Arabia
503,Connie Circles,399,berg,Stewartborough,Wyoming,Netherlands
504,Garcia Meadows,173,bury,Anneville,Pennsylvania,Samoa
505,Decker Lock,535,ville,Frankmouth,Florida,Lithuania
506,James Fords,224,ton,Kaitlinton,Maryland,Indonesia
507,Parrish Stravenue,889,bury,Taylorfort,Oregon,Venezuela
508,Lynch Land,904,town,South Michelle,Kansas,Zambia
509,Richard Path,914,fort,Davidchester,Missouri,Congo
510,Wagner Springs,551,town,North Tiffany,New Hampshire,Poland
511,Smith Field,821,town,East Jasminhaven,Louisiana,Burkina Faso
512,Kelly Field,138,town,Kennethfort,Texas,Djibouti
513,John Crossing,695,ton,Gwendolynburgh,Louisiana,Namibia
514,William Circles,98,burgh,East Codyfurt,Florida,Singapore
515,Hogan Hills,247,burgh,Parsonsport,Montana,Afghanistan
516,Duran Ridges,100,ton,Lake Kristinhaven,Alabama,Andorra
517,Sampson Wells,834,fort,Lukemouth,West Virginia,Croatia
518,Cook Skyway,705,shire,New Meghan,Oregon,Sierra Leone
519,Allen Grove,662,ton,Kellychester,Maryland,Mauritius
520,Stewart Fords,913,mouth,Gomezville,Texas,Spain
521,Holmes Turnpike,487,side,Danielburgh,South Dakota,Thailand
522,Harris Mission,400,burgh,Mooreborough,North Dakota,Papua New Guinea
523,Burgess Summit,322,chester,Lake Albertville,South Carolina,Latvia
524,Roberta Creek,730,burgh,Skinnermouth,Colorado,Jersey
525,Soto Lock,609,mouth,North Melissafort,New Mexico,Ethiopia
526,Williams Harbors,149,land,Nicoleview,Minnesota,Turkey
527,Alison Radial,224,stad,Spenceton,California,Oman
528,Sandra Vista,513,mouth,Newmanfort,Idaho,Libyan Arab Jamahiriya
529,Rice Lock,453,mouth,East Stephen,Montana,Guernsey
530,Nicholas Spur,597,view,Knappfurt,New Jersey,Saint Kitts and Nevis
531,Chavez Extensions,354,view,West Adamhaven,Missouri,Bolivia
532,Stephanie Fields,320,furt,Munozmouth,Mississippi,Algeria
533,Hernandez Harbor,52,ville,West Markfurt,Utah,Tuvalu
534,Davis Street,173,fort,Lake Markstad,Ohio,Oman
535,Hartman Street,169,side,Petersport,Rhode Island,Bolivia
536,Cameron Meadow,794,berg,Mollyport,Rhode Island,Qatar
537,Swanson Parks,88,ton,West Dennis,New York,Myanmar
538,Crystal Island,672,berg,Port Joseberg,Iowa,Saint Helena
539,Hale Village,636,haven,Wrightton,Colorado,San Marino
540,Jennifer Mission,75,chester,South Maurice,Wisconsin,Macedonia
541,Joe Flats,40,furt,West Brett,Mississippi,Cape Verde
542,Williams Falls,3,bury,South Andrewfort,North Dakota,Uganda
543,Nelson Mission,171,mouth,West Rhondaton,Texas,Tanzania
544,Sims Village,21,land,East Daniel,Utah,Mayotte
545,Christopher Loaf,508,fort,Lake Stephanie,Hawaii,Uruguay
546,Ross Springs,628,port,Johnnybury,Hawaii,South Georgia and the South Sandwich Islands
547,Weber Villages,148,burgh,West John,Washington,Namibia
548,Pierce Mall,573,stad,Lake Paul,Alaska,Lao People's Democratic Republic
549,Scott Gardens,992,port,Lake Garyport,Arkansas,Saudi Arabia
550,Jerry Island,248,fort,West Jacob,Delaware,Saudi Arabia
551,George Village,860,burgh,Lake Lydia,New Mexico,Belarus
552,Anthony Land,787,mouth,New Melissa,Kentucky,Russian Federation
553,Kathleen Unions,388,mouth,South Lee,Arizona,Somalia
554,Brooke Lodge,798,ton,South Emily,Oregon,Montenegro
555,Jeremy Orchard,605,berg,Shannonborough,Vermont,Niger
556,Cherry Drive,205,land,Lake Tina,Ohio,Tokelau
557,Peter Cliff,924,shire,Denniston,Oklahoma,Zambia
558,Washington Street,216,fort,Lindsayfurt,Vermont,Guernsey
559,Melissa Loop,362,chester,Shawnland,Connecticut,Gibraltar
560,Tara Estate,513,berg,Douglasberg,Oklahoma,Tajikistan
561,Heather Stravenue,37,ville,Lake Derekshire,Illinois,Liberia
562,Darlene Lodge,716,mouth,Port Lisaport,Washington,Paraguay
563,Mckee Crest,270,borough,Josephside,California,Kiribati
564,Cervantes Harbor,263,side,South Antonio,Oklahoma,Costa Rica
565,Wanda Drive,73,stad,South Adamfurt,Rhode Island,Guatemala
566,Turner Shores,170,fort,Port Stephanie,Maryland,Denmark
567,Moss Place,449,chester,Thompsonstad,South Dakota,Chile
568,Melinda Glen,961,burgh,Amandastad,Alaska,Falkland Islands (Malvinas)
569,Rivera Locks,961,shire,Lake Christopherport,Oklahoma,Jordan
570,Darlene Summit,586,view,Robertfurt,Wisconsin,Uzbekistan
571,Andrea Shores,611,fort,North Waynefort,Maine,Ghana
572,Forbes Overpass,353,mouth,South Brittany,North Carolina,Chile
573,Tara Lodge,925,ville,Lewishaven,Connecticut,Dominica
574,Mary Forge,740,side,Griffinview,Nevada,Lebanon
575,Payne Coves,195,stad,Port Dennis,Minnesota,Saint Pierre and Miquelon
576,Smith Skyway,441,mouth,New Aaron,Alabama,Saint Lucia
577,Brittney Plaza,865,burgh,Lake Bailey,North Dakota,Croatia
578,Clinton Ridges,326,port,North Paige,Arkansas,Poland
579,Terrell Cliff,719,berg,Anthonystad,Nebraska,Eritrea
580,Daniel Burgs,630,port,Eatonberg,Washington,Lao People's Democratic Republic
581,Douglas Lake,746,town,East Austinshire,Wisconsin,Romania
582,Stephenson Mews,722,mouth,Cameronton,Wisconsin,Fiji
583,Bowen Alley,227,land,Port Michaelport,Hawaii,Congo
584,Cunningham Lane,762,fort,Lake Christinaland,Florida,Romania
585,Soto Island,943,furt,West Robert,Texas,American Samoa
586,Lawrence Square,730,side,New Pamport,Oregon,Saudi Arabia
587,Beth Corner,819,chester,West Laurenmouth,California,Nepal
588,Benjamin Springs,534,stad,Rodriguezville,North Dakota,Morocco
589,Jamie Stream,105,mouth,North Matthew,Ohio,San Marino
590,Richard Alley,127,view,Sarahshire,Michigan,Haiti
591,Emily Club,37,side,Davisport,New Jersey,Hong Kong
592,Robinson Highway,980,stad,Howardmouth,Pennsylvania,Ghana
593,Lane Roads,673,town,Hernandezbury,Maine,Slovenia
594,Christopher Islands,330,town,Dunnland,Michigan,Cook Islands
595,Martin Union,224,view,Kimberlyfurt,West Virginia,Liberia
596,Kim Lodge,936,mouth,South Gregory,Utah,British Virgin Islands
597,Daniel Springs,288,ville,North Zacharymouth,Kansas,Haiti
598,Ortiz Heights,71,bury,Rojasfurt,Louisiana,Latvia
599,Becker Mall,778,bury,North Scotttown,North Dakota,Papua New Guinea
600,Hawkins Spurs,754,borough,East Daisyton,Washington,Sierra Leone
601,Craig Drive,59,haven,Susanfurt,Oklahoma,Andorra
602,Clay Loaf,858,side,Williamsberg,New York,Netherlands
603,Ross Isle,957,furt,Steventown,Wisconsin,Samoa
604,Anthony Inlet,268,view,South Sarahport,Wisconsin,Kuwait
605,Jason Mountain,353,side,Cynthiaberg,Montana,Tunisia
606,Washington Field,620,side,Parkburgh,Wisconsin,Niger
607,Jesse Dam,861,land,West Matthew,New Hampshire,Timor-Leste
608,Moss Mount,671,stad,Dianaburgh,New Hampshire,Burundi
609,Rodriguez Corners,267,mouth,North Davidstad,Arkansas,Egypt
610,Julie Grove,985,view,Richardsview,Tennessee,Qatar
611,Keith Estate,417,town,Jameshaven,California,Andorra
612,Clark Roads,104,view,Robertburgh,Illinois,Philippines
613,Wilson Ways,459,shire,East Wendy,Nebraska,Czech Republic
614,Jessica Coves,992,burgh,Annaside,Florida,Cook Islands
615,Nelson Inlet,805,fort,Annborough,New Hampshire,Ecuador
616,Gonzalez Plains,301,ton,Clarkview,Washington,South Africa
617,Joseph Neck,192,burgh,Lake Jacobhaven,Texas,Nicaragua
618,Stanley Dale,839,side,Port Claudia,Michigan,Singapore
619,Johnson Harbor,562,bury,Marcborough,North Dakota,Cook Islands
620,Connie Pike,379,view,Lake Craigmouth,Connecticut,Sri Lanka
621,Dawn Center,283,view,Port Rhondahaven,Hawaii,Western Sahara
622,Pollard Dale,537,fort,Lake Davidville,Wyoming,Malaysia
623,Kimberly Loop,157,burgh,West Gracebury,Maine,Andorra
624,Knight Land,356,chester,Lake Robert,Illinois,Sierra Leone
625,Jonathan Spur,32,berg,New Stevenport,Mississippi,Korea
626,Lopez Union,385,ton,South Jasonshire,Kansas,Ecuador
627,Martin Glens,803,stad,Lake Gregory,Oregon,Croatia
628,Brown Manor,868,chester,Wilsonhaven,Utah,China
629,John Mountain,129,stad,Meadowsberg,Louisiana,Poland
630,Frazier Field,590,town,Lake Joseph,North Carolina,Norway
631,Ramirez Hills,782,view,Kimberlyborough,Pennsylvania,Gibraltar
632,Edwards Ports,937,mouth,Reynoldstown,Louisiana,Paraguay
633,Henderson Courts,845,ville,New Brandon,Indiana,Lebanon
634,Brent Village,87,furt,South Nancyport,Illinois,Sri Lanka
635,Green Walk,734,furt,Powersborough,Oklahoma,Saint Barthelemy
636,Jim Crossroad,346,port,Longville,Minnesota,Cape Verde
637,Anthony Station,159,stad,East James,Idaho,China
638,Boyd Trail,402,view,East Christopher,Missouri,Netherlands Antilles
639,Scott Hollow,88,mouth,Jacobberg,New Mexico,Hong Kong
640,Forbes Camp,972,mouth,Toddchester,Mississippi,Iraq
641,Moody Squares,775,view,Joshuaville,Indiana,Svalbard & Jan Mayen Islands
642,Nicole Vista,710,borough,East Jessica,Washington,Ecuador
643,Caitlin Glen,701,town,Port Chadton,Alaska,El Salvador
644,John Falls,954,port,Simonburgh,Arkansas,Costa Rica
645,Jacobs Lodge,70,mouth,Jamesborough,Hawaii,Bahrain
646,Elizabeth Parkway,730,haven,New Paulshire,Delaware,Morocco
647,Andrew Inlet,702,berg,New Tracey,Colorado,Niue
648,Cathy Dale,612,chester,South Hannahburgh,Wyoming,Estonia
649,Sherman Mountain,109,town,Tamarashire,Louisiana,Anguilla
650,Stein Junctions,985,borough,Cassandrafurt,Illinois,Venezuela
651,Angela Valley,332,mouth,Santosfort,Oregon,Qatar
652,Richard Mill,1000,ton,East Colin,South Dakota,Bouvet Island (Bouvetoya)
653,Christina Skyway,598,town,Turnerton,Louisiana,Falkland Islands (Malvinas)
654,Stanley Green,896,view,Lake Jonathan,Texas,French Southern Territories
655,Crystal Mountains,19,land,South Whitney,New Hampshire,Benin
656,Perez Keys,523,bury,Cynthiaville,South Carolina,Haiti
657,Peter Plaza,212,land,Kingbury,Alaska,Tanzania
658,Sanders Flats,245,burgh,South Sophiaview,Connecticut,China
659,Johnson Rapid,375,berg,Howefort,Nevada,Sudan
660,Michael Point,980,bury,Timothytown,Oregon,Iraq
661,Reed Cliff,890,chester,Cowanbury,Georgia,Isle of Man
662,Frank Mountain,116,town,Bernardland,Vermont,Taiwan
663,Johnson Alley,382,berg,Port Brett,Rhode Island,Solomon Islands
664,Ruben Viaduct,890,view,Brittanyport,Montana,Cook Islands
665,Sarah Cliffs,208,shire,Tanyaborough,Rhode Island,Brazil
666,Caleb Tunnel,392,town,Heathmouth,Maine,Netherlands
667,Gail Gateway,834,ville,Murphyborough,Oklahoma,United States of America
668,Charles Point,927,side,Emilyfort,Rhode Island,Heard Island and McDonald Islands
669,Nicole Cove,188,fort,Leestad,Wyoming,Luxembourg
670,Nicole Plains,529,mouth,Woodstad,South Carolina,Bangladesh
671,Luna Mountain,847,bury,Lake Hannah,Missouri,Guadeloupe
672,David Loop,507,town,East Savannah,Vermont,Myanmar
673,Hutchinson Roads,174,burgh,Lake Whitney,Alaska,Timor-Leste
674,Thomas Place,720,view,Hallburgh,Idaho,Wallis and Futuna
675,Jodi Landing,786,mouth,Jessicaberg,Texas,Luxembourg
676,Boone Fall,418,berg,Terrellside,Hawaii,Russian Federation
677,Miller Crest,437,land,Hawkinstown,Louisiana,Puerto Rico
678,Brianna Curve,682,bury,Brendaton,Hawaii,Indonesia
679,Jennifer Flat,931,ton,Port Kaitlyn,Indiana,Taiwan
680,Brian Plains,671,bury,South Crystal,Iowa,Saint Lucia
681,Graham Walk,307,view,Donnamouth,South Dakota,British Virgin Islands
682,Norris Cliff,190,fort,Danielleside,Delaware,Vietnam
683,Lindsay Inlet,699,land,Frankberg,Utah,Indonesia
684,Scott Row,206,ville,Danielleberg,Kansas,Turkmenistan
685,Catherine Drives,409,fort,West Sarahtown,Illinois,Macedonia
686,Green Knolls,578,side,New Joshuafurt,Utah,Lebanon
687,Mejia Loop,648,bury,Gibsonbury,New York,Tanzania
688,Richard Brooks,529,town,Boydmouth,Rhode Island,Brazil
689,Kenneth Mews,755,furt,Jenniferfort,Michigan,Northern Mariana Islands
690,Walker Road,396,burgh,Villanuevafort,Oregon,Bouvet Island (Bouvetoya)
691,Travis Trace,305,borough,Sotoport,Pennsylvania,Palestinian Territory
692,Lopez Fall,815,land,Jonesstad,Tennessee,Bosnia and Herzegovina
693,Adams Prairie,659,furt,Sethbury,California,Cote d'Ivoire
694,Lewis Hollow,356,chester,Edwardsshire,Mississippi,Czech Republic
695,Bradley Curve,825,ton,New Christine,West Virginia,Congo
696,Kara Field,969,bury,Bergstad,Illinois,Malaysia
697,Manuel Rest,8,fort,Nicolechester,Maryland,Vietnam
698,Kimberly Circles,262,burgh,West Melinda,Wisconsin,Botswana
699,Matthew Harbor,788,bury,Kaylaview,Maine,Lao People's Democratic Republic
700,Sandra River,415,chester,Danielhaven,Idaho,British Indian Ocean Territory (Chagos Archipelago)
701,Jason Overpass,973,berg,Armstrongborough,Louisiana,Guatemala
702,Elizabeth Lake,770,town,Lake Rhonda,Kansas,Vietnam
703,Robert Station,990,shire,Victoriafort,Illinois,Gibraltar
704,James Streets,468,mouth,Lake Devinview,Massachusetts,Uganda
705,Wanda Gateway,117,side,Jeffreychester,Ohio,French Guiana
706,Hebert Key,23,borough,New Ashley,Nevada,Finland
707,Perkins Circle,342,furt,New Michelleborough,New Jersey,Netherlands
708,Jamie Overpass,950,haven,West Debra,Indiana,Guernsey
709,Gallegos Mission,540,shire,Thomasfurt,Alabama,Syrian Arab Republic
710,Evans Harbors,668,view,New Joshuashire,South Dakota,South Africa
711,Payne Crossing,527,chester,Fergusonville,Utah,Lesotho
712,Jennifer Divide,974,haven,Masonside,Maine,Wallis and Futuna
713,Leah Spring,675,mouth,Lynchview,Michigan,Marshall Islands
714,Wolf Extensions,467,fort,North Phyllis,Kansas,Pakistan
715,Victor Ferry,172,mouth,Lawsonbury,Michigan,Belarus
716,April Ridge,881,land,Hunterburgh,Louisiana,Tonga
717,Hunter Points,491,stad,Scottbury,Rhode Island,Cote d'Ivoire
718,Amanda Brook,969,mouth,Phelpsburgh,Indiana,Equatorial Guinea
719,Dakota Orchard,259,mouth,Port Melindaton,Pennsylvania,Mali
720,Spencer Fields,61,burgh,Victoriashire,Maryland,Burundi
721,Dunn Hollow,374,side,Burgessmouth,Florida,Guadeloupe
722,Hernandez Island,92,haven,Perezfort,Montana,Latvia
723,Lester Cliff,734,side,South Jennifer,Hawaii,Uzbekistan
724,Victor Squares,477,mouth,Walkerfurt,Minnesota,Benin
725,Olson View,473,borough,Glennfort,Indiana,Gabon
726,Ward Drive,922,land,South Veronicaborough,Minnesota,Trinidad and Tobago
727,David Ways,282,burgh,Deleonport,South Dakota,Philippines
728,Yvette Locks,232,mouth,Lake Harry,Connecticut,Paraguay
729,Harrell Dale,558,berg,West Joelchester,Nebraska,Japan
730,Cassandra Square,230,ton,Christianside,Illinois,Mayotte
731,Underwood Road,393,berg,Mitchellberg,North Dakota,Saint Pierre and Miquelon
732,Patrick Extension,605,berg,Carterfurt,Florida,Malta
733,Martinez Landing,409,land,North Nicholasshire,Minnesota,Zambia
734,Fields Garden,668,stad,West Rachelborough,Hawaii,Bosnia and Herzegovina
735,Margaret Spur,914,port,South Joy,Pennsylvania,Guernsey
736,Bentley Pine,67,stad,Riggsport,Missouri,Germany
737,Murray Canyon,667,berg,Jacksontown,New Hampshire,United States Virgin Islands
738,Ernest Circle,728,haven,West Sandra,Nevada,Puerto Rico
739,Sherry Burgs,520,land,North Matthewberg,Alabama,Grenada
740,Gina Point,297,berg,Collinston,Massachusetts,Korea
741,Jennifer Islands,303,mouth,Hannahhaven,Idaho,Sri Lanka
742,Holloway Track,304,shire,North Bradley,Connecticut,Hong Kong
743,Cordova Light,460,land,West Michael,Ohio,San Marino
744,Mills Landing,78,ville,Lake Andrewport,Texas,Singapore
745,Kimberly Keys,530,view,New Stevenside,Nebraska,Portugal
746,Sandra Loaf,499,ville,Pamelaview,Massachusetts,Hong Kong
747,Diaz Hills,756,chester,Lake Robert,North Carolina,Macedonia
748,Kristin Shoals,867,mouth,North Teresa,Nevada,Niue
749,Sherry Way,970,ton,Kristyburgh,New Hampshire,Western Sahara
750,Macias Harbor,974,bury,North Danielle,Kentucky,Cook Islands
751,Brooks Pine,691,borough,South Michaelside,Pennsylvania,Guadeloupe
752,Haley Cliff,48,view,Lake Diamondbury,New Mexico,Sri Lanka
753,Arthur Causeway,927,shire,Lake John,Louisiana,American Samoa
754,Hurst Ports,1,ville,Taylorport,Kentucky,Timor-Leste
755,Morgan Island,337,town,East Robert,Illinois,Norway
756,Jackson Ports,778,fort,Johnsonborough,Colorado,Finland
757,Cook Spurs,155,town,Tonyburgh,New York,Qatar
758,Hicks Freeway,474,burgh,Robertfurt,Idaho,Korea
759,Anna Lakes,474,port,Bradton,Virginia,Angola
760,Rhonda Bypass,279,haven,Simpsonport,Colorado,Poland
761,Martinez Shoals,12,haven,South Sandraview,Michigan,Korea
762,Megan Points,978,town,Joshuaborough,Florida,Costa Rica
763,Christian Stravenue,640,stad,Port Georgehaven,Oklahoma,Guam
764,Elizabeth Harbor,273,burgh,West Amandachester,New York,Mozambique
765,Clark Terrace,902,side,East Gregoryfurt,Nebraska,Finland
766,Laura Estate,146,side,New Bethanychester,Illinois,Mongolia
767,Pace Squares,889,ville,Spearsstad,Wisconsin,Cote d'Ivoire
768,Tanner Ranch,951,furt,East Michelle,Rhode Island,Netherlands Antilles
769,Malone Lake,806,ton,Lake James,Arizona,Norfolk Island
770,Anthony Points,757,stad,North Eric,Georgia,Netherlands
771,Derek Mission,746,land,West Joshuaborough,Alaska,Argentina
772,Lee Corner,72,land,Sherribury,Indiana,Saint Helena
773,Katelyn Locks,753,ville,Jasonville,New Hampshire,Gambia
774,Marsh Creek,872,berg,New Heather,Nevada,Morocco
775,Gabrielle Forge,674,ville,New Joseph,Michigan,Japan
776,Ruth Fall,919,ton,Samuelport,Georgia,Falkland Islands (Malvinas)
777,Collier Prairie,4,furt,Catherineburgh,Kansas,Jersey
778,Vargas Heights,986,port,Port Richardside,Ohio,El Salvador
779,Lacey Crest,797,fort,Bobbyhaven,Hawaii,Mexico
780,Everett Extension,377,furt,Lake Michael,Wisconsin,Syrian Arab Republic
781,Compton Drives,290,shire,New Ritaview,Delaware,Niue
782,Donald Lock,921,ville,East Tracy,California,Greece
783,Sarah Pass,968,bury,Mckayfort,Montana,Equatorial Guinea
784,Nathan Wells,93,chester,Deborahchester,Connecticut,Dominica
785,Kristen Port,22,fort,Derekside,Delaware,Nigeria
786,Stanton Brooks,961,town,Benjaminfurt,Florida,Swaziland
787,Kevin Rapid,988,port,West Sandraberg,Kentucky,French Polynesia
788,Shelly Brooks,461,town,Karashire,Missouri,Suriname
789,Watkins Light,676,town,West Williamchester,Kentucky,Korea
790,Walker Spring,692,mouth,West Blakemouth,Wyoming,Costa Rica
791,Chelsea Meadow,802,burgh,Evansberg,Georgia,Netherlands
792,Perry Knoll,250,land,Johnsonberg,Alabama,Niger
793,Robin Centers,966,ville,South Nataliefurt,South Dakota,Bahamas
794,Phillips Glen,952,berg,South Keith,Florida,Rwanda
795,Scott Points,208,town,New Jasonview,New Jersey,Paraguay
796,Brittney Locks,92,side,Port Thomasburgh,Washington,Solomon Islands
797,Levy Camp,887,haven,Donaldside,West Virginia,Central African Republic
798,Wang Gateway,884,bury,Lake Alexandraton,Nevada,Latvia
799,Mann Hills,11,stad,Josephhaven,Maryland,Lesotho
800,Nicholas Manors,218,ville,New Davidside,Missouri,Switzerland
801,Wendy Drive,572,ton,East Matthew,Indiana,Bulgaria
802,Stokes Summit,877,side,Port Joe,Mississippi,Malaysia
803,Garrison Courts,518,ville,East Jennifer,Georgia,Saint Kitts and Nevis
804,Fuller Neck,475,borough,Dorseyshire,California,Sudan
805,Christina Rest,503,side,Port Cindyport,Missouri,Namibia
806,Lin Plaza,695,mouth,Mitchellberg,Minnesota,Tuvalu
807,Hall Village,113,shire,Richardfort,Louisiana,Chile
808,Dawn Hollow,133,fort,West David,Alabama,Gambia
809,Lopez Pike,670,chester,Johnsonhaven,South Dakota,Pakistan
810,Richardson Loop,466,chester,Port Eddieport,Oklahoma,Peru
811,Karen Station,854,burgh,South Frank,Tennessee,Luxembourg
812,Stephanie Field,402,haven,Rodriguezmouth,Ohio,Ecuador
813,Obrien Union,378,land,West Rhondatown,Mississippi,Mozambique
814,William Parkway,27,ville,Briggsside,Missouri,Sierra Leone
815,Elizabeth Shoal,744,port,Saraside,West Virginia,Panama
816,Williams Loop,987,stad,North Valeriefort,Alabama,Nicaragua
817,Byrd Highway,777,mouth,Smithville,Nebraska,Myanmar
818,John Radial,621,town,New Brendaville,Oklahoma,Gibraltar
819,Bradley Locks,50,borough,Stephaniemouth,Colorado,Pakistan
820,Monica Pines,359,chester,North Sarah,Alaska,Korea
821,Stewart Pine,160,view,Aaronberg,Indiana,Honduras
822,Shannon Burgs,657,stad,Mooreside,Minnesota,Netherlands
823,Kelsey Lights,96,view,Wileymouth,Wisconsin,Mongolia
824,Perez Radial,589,shire,Brownshire,North Dakota,Poland
825,Robert Viaduct,336,berg,East Taylor,Arizona,Reunion
826,Sean Forest,98,shire,Jenniferport,Ohio,Burundi
827,William Bypass,866,furt,Williamfurt,Ohio,Gambia
828,Hamilton Port,653,stad,Youngmouth,Michigan,Haiti
829,Michelle Field,597,ton,South Nicholas,Vermont,Antarctica (the territory South of 60 deg S)
830,Rebecca Plaza,594,burgh,North Emilystad,Connecticut,Trinidad and Tobago
831,Ashley Place,410,bury,Briantown,Utah,El Salvador
832,Denise Square,450,land,North Christiestad,Pennsylvania,Zambia
